"Time (s),""Linear Acceleration x (m/s^2)"",""Linear Acceleration y (m/s^2)"",""Linear Acceleration z (m/s^2)"",""Absolute acceleration (m/s^2)"""
5.028602091E0,6.179741770E-2,4.997231066E-3,2.469081879E-1,2.545732633E-1
5.032599894E0,-6.105928123E-2,9.433366358E-3,7.867145538E-2,1.000321054E-1
5.036567179E0,-1.382092237E-1,-1.943811774E-2,-8.580684662E-2,1.638366408E-1
5.040534464E0,-3.876887262E-3,1.388340443E-2,-3.998184204E-2,4.250090430E-2
5.044501749E0,6.967319548E-2,2.590663731E-2,9.331035614E-2,1.192993319E-1
5.048469034E0,1.928093284E-2,9.450666606E-3,2.468585968E-1,2.477907107E-1
5.052466837E0,7.739178836E-3,4.855580628E-3,3.231554031E-1,3.232845281E-1
5.056434122E0,-3.673928231E-2,-5.925230682E-2,2.444925308E-1,2.542384872E-1
5.060401407E0,-3.126235306E-2,1.709005982E-2,1.000108719E-1,1.061676945E-1
5.064368692E0,3.311478347E-2,-2.608394623E-2,-3.378200531E-2,5.402022786E-2
5.068366495E0,4.193952680E-2,2.367682755E-3,-4.538059235E-2,6.183791710E-2
5.072333780E0,5.329998583E-2,6.999798119E-3,-7.112026215E-2,8.915142932E-2
5.076301066E0,7.752604783E-3,1.169524342E-2,3.072738647E-3,1.436395915E-2
5.080268351E0,-3.728617728E-2,-2.552196383E-3,4.579448700E-2,5.910928660E-2
5.084235636E0,-3.418035805E-2,7.001549006E-3,9.765148163E-2,1.036973019E-1
5.088233439E0,-4.052559286E-2,-2.455107868E-3,1.561880112E-1,1.613785799E-1
5.092200724E0,-2.560052276E-2,-3.092542291E-2,1.287717819E-1,1.348849153E-1
5.096168009E0,4.372441769E-2,-1.646998525E-2,9.684848785E-2,1.075300642E-1
5.100135294E0,-2.526941895E-2,-1.391173899E-2,6.992626190E-2,7.564233021E-2
5.104133097E0,-5.091129988E-2,-2.570047230E-2,3.135108948E-2,6.507968611E-2
5.108100382E0,1.880064607E-3,4.327786714E-2,1.210117340E-2,4.497718116E-2
5.112067667E0,-3.399527073E-2,-1.173398644E-2,6.423282623E-2,7.361535733E-2
5.116034952E0,6.173245609E-3,-1.388104260E-2,1.183032990E-1,1.192747368E-1
5.120002237E0,-1.476079226E-3,-3.029169142E-2,1.552934647E-1,1.582271328E-1
5.124000040E0,-2.783823758E-2,-1.337940991E-2,1.729869843E-1,1.757227157E-1
5.127967325E0,2.458877861E-2,-3.763154149E-3,3.147220612E-2,4.011569669E-2
5.131934610E0,1.239511371E-2,5.686074495E-3,5.091667175E-3,1.455662604E-2
5.135901896E0,-1.909071207E-2,4.353465885E-2,-1.869583130E-2,5.108087623E-2
5.139899698E0,-3.182530403E-3,2.889151871E-2,3.368663788E-2,4.449312222E-2
5.143866983E0,7.364600897E-4,1.694694161E-2,5.713939667E-2,5.960412616E-2
5.147834269E0,7.122489810E-2,2.402096242E-2,1.421203613E-1,1.607737225E-1
5.151801554E0,7.020351291E-2,4.285598546E-2,1.433076859E-1,1.652339600E-1
5.155768839E0,3.866759688E-2,-2.397197485E-2,1.136350632E-1,1.224041103E-1
5.159766642E0,3.624920547E-2,-2.361349761E-3,1.364316940E-1,1.411849426E-1
5.163733927E0,1.763635874E-2,3.101871163E-2,1.376600266E-1,1.422092983E-1
5.167701212E0,-2.424502373E-2,2.602645755E-2,1.650142670E-1,1.688043423E-1
5.171668497E0,3.173708171E-2,5.421829224E-2,1.161661148E-1,1.320660130E-1
5.175666300E0,-4.829276353E-2,6.183855236E-3,6.297206879E-2,7.959844548E-2
5.179633585E0,-3.799530119E-2,1.805604994E-2,3.395748138E-2,5.406268948E-2
5.183600870E0,-2.594114840E-2,3.702678531E-2,1.690101624E-1,1.749524535E-1
5.187568155E0,-9.953724593E-2,-5.090288818E-2,3.076868057E-1,3.273681991E-1
5.191565958E0,2.726084739E-2,-2.656145394E-2,3.074836731E-1,3.098303953E-1
5.195533243E0,-4.604398459E-2,-7.408042252E-2,1.767330170E-1,1.970850497E-1
5.199500528E0,-6.969355047E-3,-7.384975255E-2,-2.418136597E-2,7.801984569E-2
5.203467814E0,-2.090228349E-2,-4.729121923E-3,-2.067804337E-1,2.078879934E-1
5.207465616E0,-6.151586771E-2,-6.176102906E-2,-1.789426804E-1,1.990454962E-1
5.211432901E0,1.156343520E-2,-2.527883649E-2,-1.769065857E-3,2.785430311E-2
5.215400187E0,2.704801410E-2,-1.043894887E-2,2.736454010E-1,2.751769834E-1
5.219367472E0,3.365053236E-2,-1.717454195E-2,3.734531403E-1,3.753592562E-1
5.223334757E0,-4.146270454E-3,-5.151368678E-3,2.468862534E-1,2.469747968E-1
5.227332560E0,-2.723960578E-2,-5.498245358E-3,2.402019501E-2,3.673141154E-2
5.231299845E0,-7.423228025E-2,2.973725647E-2,-1.566200256E-1,1.758538265E-1
5.235267130E0,-9.307612479E-2,6.951168180E-4,-2.502832413E-1,2.670306145E-1
5.239234415E0,3.249985725E-2,1.726186275E-2,-1.627273560E-1,1.668364619E-1
5.243232218E0,1.402332783E-1,5.517914891E-3,-4.030036926E-2,1.460134908E-1
5.247199503E0,5.488517880E-2,-3.934617341E-2,6.686878204E-2,9.503650996E-2
5.251166788E0,3.721207380E-2,-1.747798175E-2,1.280269623E-1,1.344660602E-1
5.255134073E0,-8.207660913E-2,-2.439913154E-2,5.098152161E-2,9.965441752E-2
5.259131876E0,-7.745057344E-3,1.590058953E-2,-5.627059937E-2,5.898470152E-2
5.263099161E0,-2.645046264E-2,4.879865795E-2,-2.053899765E-1,2.127580279E-1
5.267066446E0,2.838420123E-2,1.502087712E-2,-2.274188995E-1,2.296750868E-1
5.271033732E0,6.364207715E-2,7.882714272E-4,-9.493923187E-2,1.142995761E-1
5.275001017E0,-8.383400738E-3,-3.449013829E-2,7.205295563E-2,8.032110222E-2
5.278998819E0,5.100812763E-2,-5.402795970E-3,2.115240097E-1,2.176543727E-1
5.282966105E0,-3.941153735E-2,-5.974937230E-2,2.548685074E-1,2.647285644E-1
5.286933390E0,-3.149186820E-2,-4.263483733E-2,1.387920380E-1,1.485688289E-1
5.290900675E0,2.234473825E-3,-9.163029492E-3,9.728240967E-2,9.773853495E-2
5.294898478E0,-1.677070558E-2,-1.865982264E-2,1.574516296E-2,2.962019081E-2
5.298865763E0,7.070295513E-3,-6.640121341E-3,2.985286713E-2,3.138907399E-2
5.302833048E0,-5.243337154E-2,-2.302517742E-2,1.032028198E-1,1.180264346E-1
5.306800333E0,7.325232029E-3,1.519217342E-2,1.213321686E-1,1.224988012E-1
5.310767618E0,-3.068464249E-2,-4.191879183E-2,1.321992874E-1,1.420400788E-1
5.314765421E0,7.396087050E-3,-2.256239206E-2,1.239690781E-1,1.262224067E-1
5.318732706E0,-1.450356841E-2,1.085641980E-2,1.656789780E-1,1.666665506E-1
5.322699991E0,-7.656320930E-3,-1.008778811E-3,2.117776871E-1,2.119184410E-1
5.326667276E0,6.373731047E-2,7.506368309E-2,2.432422638E-1,2.624191307E-1
5.330665079E0,-3.353662044E-2,2.462525666E-2,2.364835739E-1,2.401157823E-1
5.334632364E0,3.906825930E-2,-4.200294614E-3,1.704092026E-1,1.748807242E-1
5.338599649E0,-4.327385128E-2,2.411401272E-2,6.453037262E-2,8.135281682E-2
5.342566935E0,2.890653908E-3,8.081407845E-2,-1.435279846E-2,8.212961694E-2
5.346564737E0,-3.046146035E-2,-2.873085439E-3,4.987812042E-2,5.851480226E-2
5.350532023E0,2.375685424E-2,1.156444848E-2,1.467971802E-1,1.491560817E-1
5.354499308E0,5.602774024E-2,-3.825858235E-2,1.859226227E-1,1.979142451E-1
5.358466593E0,6.695187837E-2,-5.692750961E-2,1.463890076E-1,1.707426042E-1
5.362433878E0,5.893895030E-2,-4.716520011E-2,5.078315735E-3,7.565808123E-2
5.366431681E0,-3.923921287E-2,2.870880067E-3,-1.017951965E-1,1.091339535E-1
5.370398966E0,5.809277296E-3,9.830921888E-3,-1.769247055E-1,1.772928260E-1
5.374366251E0,-7.556840032E-2,5.012228340E-2,-1.350994110E-1,1.627104092E-1
5.378333536E0,7.388412952E-3,2.851347625E-2,-4.612731934E-2,5.472966803E-2
5.382331339E0,1.361437142E-2,-3.090874851E-2,2.309799194E-2,4.091722223E-2
5.386298624E0,1.030662656E-2,4.070475698E-2,9.649848938E-2,1.052381216E-1
5.390265909E0,-8.068313450E-2,-2.131122351E-2,1.051912308E-1,1.342726013E-1
5.394263712E0,-5.208172649E-2,-2.817138284E-2,5.918693542E-2,8.372112261E-2
5.398200480E0,-3.783512115E-2,-5.659981072E-2,-7.425498962E-2,1.007414436E-1
5.402198282E0,-5.689885467E-2,-1.119335741E-2,-1.401262283E-1,1.516513461E-1
5.406165567E0,7.259093225E-3,3.026396036E-3,-2.006835938E-1,2.008376417E-1
5.410132853E0,-2.880700678E-2,1.486611366E-2,-1.372919083E-1,1.410670516E-1
5.414100138E0,1.852985471E-2,3.139846027E-3,-1.269340515E-2,2.267899211E-2
5.418067423E0,-7.909229398E-2,5.794234574E-3,1.346254349E-1,1.562471499E-1
5.422065226E0,5.941402167E-2,-8.288249373E-3,2.213430405E-1,2.293282857E-1
5.426032511E0,4.702180624E-3,1.077309251E-2,1.648912430E-1,1.653096852E-1
5.429999796E0,4.783125222E-2,2.960355580E-2,1.302919388E-1,1.419161320E-1
5.433967081E0,-2.383145690E-2,3.400830925E-2,3.422451019E-2,5.381282871E-2
5.437964884E0,5.687990040E-2,-2.790775895E-2,9.805011749E-2,1.167389893E-1
5.441932169E0,-3.399346769E-2,-4.411491752E-2,1.280984879E-1,1.396814389E-1
5.445899454E0,4.732462019E-2,-3.175202012E-2,1.650133133E-1,1.745772151E-1
5.449866739E0,5.708672851E-2,-1.723100245E-2,1.137838364E-1,1.284623036E-1
5.453864542E0,-1.873247325E-3,3.500360250E-2,4.636955261E-2,5.812827757E-2
5.457831827E0,2.240782976E-2,4.175410420E-2,5.072402954E-2,6.941500720E-2
5.461799112E0,-1.178482473E-1,2.004271001E-2,-4.293441772E-3,1.196175290E-1
5.465766398E0,9.879744053E-2,1.017279923E-3,9.308052063E-2,1.357422279E-1
5.469764200E0,-3.071257472E-2,1.098461449E-3,8.042144775E-2,8.609342671E-2
5.473731485E0,1.236578971E-1,-1.545172185E-2,1.604766846E-1,2.031816860E-1
5.477698771E0,-5.556747317E-2,-5.092561245E-2,4.043102264E-2,8.553262343E-2
5.481666056E0,7.561494410E-2,-1.018688083E-2,5.670928955E-2,9.506490327E-2
5.485663858E0,-1.198693737E-1,-6.000240892E-2,-2.686691284E-2,1.367142525E-1
5.489631144E0,6.605397165E-2,2.839706838E-2,2.796554565E-2,7.714656445E-2
5.493598429E0,-8.938405663E-2,-3.348798305E-2,1.111316681E-2,9.609608246E-2
5.497565714E0,2.006432414E-2,1.902722567E-2,-2.222728729E-2,3.547766509E-2
5.501532999E0,-1.179069281E-2,-3.582622856E-2,-1.003990173E-1,1.072497169E-1
5.505530802E0,6.812145561E-2,4.982194304E-2,-1.090564728E-1,1.378987780E-1
5.509498087E0,2.603105456E-2,-2.894340456E-2,-7.017612457E-2,8.024976591E-2
5.513465372E0,2.719663829E-2,4.630625248E-3,-6.484794617E-2,7.047237719E-2
5.517432657E0,-1.175858825E-2,-4.039902985E-2,-7.328033447E-3,4.270885253E-2
5.521430460E0,-6.402123719E-2,9.770415723E-3,-8.561992645E-2,1.073543275E-1
5.525397745E0,1.495437324E-2,2.863749862E-2,2.933502197E-3,3.243986808E-2
5.529365030E0,-1.036574244E-1,3.784500808E-2,-1.825332642E-3,1.103650222E-1
5.533332316E0,2.814201266E-2,6.848646700E-2,1.168994904E-1,1.383757923E-1
5.537299601E0,-9.279756993E-2,-3.263652325E-3,1.277914047E-1,1.579641843E-1
5.541297403E0,1.534800231E-2,-5.654148757E-3,1.006126404E-1,1.019334782E-1
5.545264689E0,-1.102210954E-1,2.029526234E-2,-3.079223633E-2,1.162271455E-1
5.549231974E0,4.977989197E-2,3.903117776E-2,-9.702301025E-2,1.158228604E-1
5.553199259E0,-1.245551705E-1,-4.437980056E-2,-1.413269043E-1,1.935377252E-1
5.557197062E0,1.653935313E-1,3.683429211E-2,-4.281425476E-2,1.747708376E-1
5.561164347E0,-9.313786775E-2,-1.324211806E-2,9.771347046E-3,9.458062869E-2
5.565131632E0,6.866352260E-2,5.353184044E-2,5.479240417E-2,1.028714967E-1
5.569098917E0,-3.201198578E-2,-2.755255997E-2,7.333755493E-2,8.463041863E-2
5.573066202E0,1.105778739E-1,2.970796824E-2,9.646701813E-2,1.497194548E-1
5.577064005E0,-4.935961217E-2,3.301493824E-3,6.954669952E-2,8.534643865E-2
5.581031290E0,1.365826428E-1,3.404221684E-2,2.147197723E-2,1.423893839E-1
5.584998575E0,-3.506039828E-2,3.583356738E-4,-1.021623611E-1,1.080116103E-1
5.588965860E0,5.821566284E-2,2.625766397E-2,-2.152633667E-1,2.245369577E-1
5.592933146E0,-1.331701130E-2,-4.531338811E-2,-2.348337173E-1,2.395360531E-1
5.596930948E0,4.594136029E-2,-2.114117146E-3,-1.664056778E-1,1.726439332E-1
5.600898233E0,3.804608434E-2,-5.402514338E-2,3.678703308E-2,7.562741867E-2
5.604865519E0,3.280878067E-2,-3.661122173E-2,1.646871567E-1,1.718681390E-1
5.608832804E0,-4.071447998E-2,-3.854975104E-2,1.276969910E-1,1.394642380E-1
5.612830607E0,-2.537498623E-2,-1.241501421E-2,-4.430198669E-2,5.254225470E-2
5.616797892E0,-2.450937033E-2,-5.571566522E-3,-2.528629303E-1,2.541090575E-1
5.620765177E0,4.441776127E-2,1.795818657E-2,-3.362178802E-1,3.396143357E-1
5.624732462E0,5.255778134E-2,1.085633039E-2,-2.313318253E-1,2.374754591E-1
5.628730265E0,9.108293056E-2,-2.991937101E-3,3.173923492E-2,9.650093762E-2
5.632697550E0,9.416972846E-2,-2.152258903E-2,2.166614532E-1,2.372200348E-1
5.636664835E0,-2.524735034E-2,-3.071451187E-2,1.839876175E-1,1.882345700E-1
5.640632120E0,-3.132261336E-2,-4.642955959E-3,2.032279968E-3,3.173000645E-2
5.644599405E0,-6.127698720E-2,-2.169346809E-2,-2.069149017E-1,2.168853436E-1
5.648597208E0,-8.916805685E-2,4.703237116E-2,-3.167839050E-1,3.324380074E-1
5.652564493E0,-6.265107542E-2,6.285808980E-3,-2.310438156E-1,2.394700678E-1
5.656531778E0,-3.410808742E-2,4.451935738E-2,-4.630374908E-2,7.272806878E-2
5.660499064E0,1.599537581E-2,-1.235918701E-2,9.890365601E-2,1.009481784E-1
5.664496866E0,7.315724343E-2,5.207665265E-2,1.408119202E-1,1.670088527E-1
5.668464151E0,-2.427095175E-2,-3.612302244E-2,1.728858948E-1,1.782792317E-1
5.672431437E0,-6.391657889E-2,4.244452715E-2,1.287183762E-1,1.498508836E-1
5.676398722E0,-5.353129655E-2,-2.688566595E-2,1.367759705E-2,6.144522280E-2
5.680396524E0,-2.441404015E-2,-1.017563045E-2,-4.579544067E-2,5.288488629E-2
5.684363810E0,-1.476257294E-2,5.380751193E-2,-1.664962769E-1,1.755966745E-1
5.688331095E0,6.349923462E-2,-2.270188183E-2,-1.366167068E-1,1.523537096E-1
5.692298380E0,-3.004956245E-2,-8.185282350E-3,-9.986209869E-2,1.046059932E-1
5.696265665E0,-1.110851020E-2,5.141904950E-2,1.967525482E-2,5.616434191E-2
5.700263468E0,-4.438734055E-2,-3.180540353E-2,4.325008392E-2,6.965909455E-2
5.704230753E0,7.492563128E-2,7.789821923E-2,8.088493347E-2,1.349976120E-1
5.708198038E0,2.721149474E-2,6.057806313E-2,8.974075317E-3,6.701269437E-2
5.712165323E0,-5.866155028E-3,6.236416847E-2,-6.232166290E-2,8.836113937E-2
5.716163126E0,-4.618453234E-2,2.412810922E-3,-1.235237122E-1,1.318974607E-1
5.720130411E0,-4.854564369E-2,1.654683799E-2,-1.486129761E-1,1.572141661E-1
5.724097696E0,-6.774845719E-2,4.015222192E-2,-2.114915848E-1,2.256784102E-1
5.728064982E0,1.721495539E-1,6.597962976E-2,-1.337566376E-1,2.277709783E-1
5.732062784E0,-1.011857390E-2,-3.199797124E-2,-2.679662704E-1,2.700595819E-1
5.736030069E0,1.815895736E-2,-1.269631088E-2,-2.396192551E-1,2.406414998E-1
5.739997355E0,-2.748546749E-2,-2.423606813E-2,-1.236696243E-1,1.289845491E-1
5.743964640E0,-1.438222826E-3,-4.747068137E-2,8.163452148E-4,4.749947888E-2
5.747931925E0,3.919325769E-2,7.839925587E-3,1.029024124E-1,1.103924017E-1
5.751929728E0,4.695639759E-2,3.156189620E-2,8.781242371E-2,1.044608938E-1
5.755897013E0,-9.006294608E-2,-4.002551734E-2,-7.199001312E-2,1.220489176E-1
5.759864298E0,-9.107924998E-2,-1.954257488E-3,-2.090978622E-1,2.280814874E-1
5.763831583E0,-3.587938100E-2,-2.109028399E-3,-3.023214340E-1,3.044503694E-1
5.767829386E0,3.994688392E-3,1.219252497E-2,-2.167043686E-1,2.170838515E-1
5.771796671E0,1.146534756E-1,-1.886479557E-3,-9.144783020E-2,1.466686194E-1
5.775763956E0,1.037238166E-1,3.228686750E-3,4.938220978E-2,1.149245717E-1
5.779731241E0,2.710375190E-2,-2.736166120E-2,1.202106476E-1,1.262294485E-1
5.783729044E0,-7.205056399E-2,1.362212002E-3,7.884311676E-2,1.068146828E-1
5.787696329E0,-1.203539073E-1,3.512486815E-3,3.071117401E-2,1.242601174E-1
5.791663614E0,-6.901251525E-2,1.750836521E-2,-1.404819489E-1,1.574942795E-1
5.795630899E0,-1.166442782E-2,7.060095668E-4,-1.796836853E-1,1.800632780E-1
5.799598185E0,-2.473667264E-4,-5.853014439E-2,-6.659507751E-2,8.866083319E-2
5.803595987E0,4.222898930E-2,-1.753874868E-2,2.654743195E-2,5.287401428E-2
5.807563273E0,4.702132195E-2,-2.680622041E-2,7.618713379E-2,9.345617971E-2
5.811530558E0,-4.035695642E-2,-1.013927907E-2,-5.265045166E-2,6.710856109E-2
5.815497843E0,-3.694936633E-2,8.736893535E-3,-1.756639481E-1,1.797203707E-1
5.819495646E0,-1.267222464E-1,4.158991575E-2,-2.264318466E-1,2.627919900E-1
5.823462931E0,-5.508593470E-2,2.463053912E-2,-2.031688690E-1,2.119403525E-1
5.827430216E0,1.085603982E-2,3.413016349E-2,-8.990478516E-2,9.677598904E-2
5.831397501E0,5.989381671E-2,-1.354863495E-2,-2.504825592E-2,6.631930272E-2
5.835364786E0,8.050523698E-2,3.181816638E-2,-2.959346771E-2,9.148367190E-2
5.839362589E0,-1.270853728E-2,5.437895656E-3,-1.273250580E-2,1.879346516E-2
5.843329874E0,3.492762893E-2,7.727004588E-3,-5.060577393E-2,6.197249565E-2
5.847297159E0,1.560695469E-2,2.894393355E-2,-1.047945023E-1,1.098326729E-1
5.851264444E0,-2.738050371E-2,1.669686288E-2,-1.988868713E-1,2.014558632E-1
5.855262247E0,5.862578750E-3,6.861966848E-2,-2.755813599E-1,2.840565342E-1
5.859229532E0,4.100531340E-2,2.056620270E-2,-2.471704483E-1,2.513913979E-1
5.863196817E0,7.812983543E-2,3.260565549E-2,-5.043315887E-2,9.854391644E-2
5.867164103E0,4.161860794E-2,1.957051456E-3,1.707830429E-1,1.757918835E-1
5.871131388E0,-3.673063964E-2,-7.839588821E-2,2.572145462E-1,2.713934007E-1
5.875129191E0,-1.418484002E-2,3.116980195E-3,2.147054672E-1,2.151961034E-1
5.879096476E0,-6.059605628E-2,-1.375278085E-2,-3.124237061E-3,6.221560797E-2
5.883063761E0,6.904087961E-3,-3.547731042E-2,-2.690153122E-1,2.714323934E-1
5.887031046E0,3.491140902E-2,-1.662134379E-2,-4.258375168E-1,4.275893664E-1
5.891028849E0,2.633778006E-2,4.745754600E-2,-3.795642853E-1,3.834252782E-1
5.894996134E0,4.122675210E-2,-1.445758343E-2,-2.102231979E-1,2.147148336E-1
5.898963419E0,6.126067042E-2,9.880982339E-3,-2.566146851E-2,6.714919596E-2
5.902930704E0,5.116488785E-2,-2.545867115E-2,1.502428055E-1,1.607447986E-1
5.906897989E0,-2.450005710E-2,5.710564554E-3,8.964920044E-2,9.311198894E-2
5.910895792E0,-4.465803504E-2,5.447410047E-3,-1.793384552E-2,4.843177867E-2
5.914863077E0,-7.450380921E-2,2.640016377E-3,-2.409543991E-1,2.522237295E-1
5.918830362E0,-9.993872046E-2,-3.796768188E-2,-3.006820679E-1,3.191222315E-1
5.922797648E0,5.049318075E-3,-1.986443996E-3,-2.791891098E-1,2.792418318E-1
5.926795450E0,9.371690452E-3,-1.840873063E-2,-2.032661438E-1,2.043130812E-1
5.930762735E0,7.103454322E-2,9.524151683E-4,-4.724597931E-2,8.531703221E-2
5.934730021E0,-5.979499966E-2,-2.262274176E-2,-2.073383331E-2,6.720954004E-2
5.938697306E0,-8.705255389E-2,6.147444248E-3,-1.580524445E-2,8.868902955E-2
5.942664591E0,-9.974370897E-2,4.874324054E-2,-5.839824677E-2,1.254394922E-1
5.946662394E0,-7.955349982E-3,5.390271544E-3,-1.647491455E-1,1.650291597E-1
5.950629679E0,2.583309263E-2,5.028259009E-2,-2.797031403E-1,2.853586063E-1
5.954596964E0,3.264717013E-2,2.841336280E-2,-2.512550354E-1,2.549553877E-1
5.958564249E0,-4.424294829E-2,1.405360550E-2,-1.898202896E-1,1.954141363E-1
5.962562052E0,5.163773894E-3,2.123868465E-2,-1.597528458E-1,1.612411797E-1
5.966529337E0,-2.646153420E-2,2.159267664E-3,-1.085681915E-1,1.117672915E-1
5.970496622E0,1.680588126E-1,-2.521976829E-3,-1.171550751E-1,2.048790777E-1
5.974463907E0,3.352792561E-2,-3.349696100E-2,-2.277746201E-1,2.326530587E-1
5.978461710E0,-9.349144995E-3,2.364041656E-2,-2.591190338E-1,2.603631109E-1
5.982428995E0,1.697839797E-2,4.454948008E-3,-2.260904312E-1,2.267707998E-1
5.986396280E0,-2.115529776E-2,-4.868306220E-3,-9.837245941E-2,1.007392069E-1
5.990363566E0,1.473073661E-2,-2.192102373E-3,2.115440369E-2,2.587100132E-2
5.994330851E0,1.020415872E-2,3.755167127E-4,4.472064972E-2,4.587158575E-2
5.998328653E0,3.516227007E-3,-1.861605793E-2,-1.499462128E-2,2.416112854E-2
6.002295939E0,5.167716742E-2,-9.186752141E-3,-1.573276520E-1,1.658520911E-1
6.006263224E0,9.191624820E-3,3.096137941E-2,-2.390975952E-1,2.412690470E-1
6.010230509E0,-5.925739557E-2,-2.645284683E-2,-3.463201523E-1,3.523476123E-1
6.014228312E0,5.089341104E-2,3.315905482E-2,-1.914796829E-1,2.008833771E-1
6.018195597E0,5.866460502E-3,3.564689308E-2,5.228328705E-2,6.355044020E-2
6.022162882E0,-5.310967565E-3,4.061902314E-2,2.489242554E-1,2.522724645E-1
6.026130167E0,-3.034786135E-2,3.578904271E-2,2.634706497E-1,2.676165756E-1
6.030127970E0,-7.644719630E-2,3.294398636E-2,1.402015686E-1,1.630520159E-1
6.034095255E0,-5.379520357E-2,-2.468606085E-2,-9.126281738E-2,1.087760422E-1
6.038062540E0,-2.493671328E-2,-3.432510793E-2,-2.329645157E-1,2.367963646E-1
6.042029825E0,2.677753568E-2,-4.129344225E-2,-2.642564774E-1,2.688004290E-1
6.046027628E0,1.636206359E-2,-2.423103154E-2,-2.311916351E-1,2.330331139E-1
6.049994913E0,-1.963316649E-2,-2.489365637E-3,-1.675462723E-1,1.687110296E-1
6.053962198E0,-1.946596801E-2,-1.667778939E-2,-7.355976105E-2,7.789808095E-2
6.057929483E0,-6.675525010E-2,7.391355932E-3,-1.708030701E-3,6.718491592E-2
6.061896769E0,-5.461782217E-2,-5.894169211E-2,3.390693665E-2,8.721760098E-2
6.065894571E0,-7.591454685E-2,1.129150391E-3,6.448841095E-2,9.961449970E-2
6.069861857E0,1.463508606E-2,-1.791217923E-2,6.963729858E-3,2.415627128E-2
6.073829142E0,2.367546409E-2,3.661919385E-2,-1.996574402E-1,2.043638578E-1
6.077796427E0,1.130522639E-1,7.451742887E-3,-3.523092270E-1,3.700785515E-1
6.081794230E0,7.063206285E-2,-2.457343042E-3,-4.562244415E-1,4.616661866E-1
6.085761515E0,2.110342681E-2,-4.896938801E-3,-4.381942749E-1,4.387294806E-1
6.089728800E0,5.284418166E-2,-6.929636002E-3,-2.208662033E-1,2.272056495E-1
6.093696085E0,7.816518098E-2,-1.817564666E-2,4.212570190E-2,9.063511687E-2
6.097693888E0,8.797187358E-2,8.354395628E-3,9.638977051E-2,1.307663348E-1
6.101661173E0,3.610476851E-3,1.293723285E-2,-1.741409302E-3,1.354400396E-2
6.105628458E0,-8.944962919E-2,5.820691586E-4,-1.963930130E-1,2.158049826E-1
6.109595743E0,-9.698580950E-2,2.361834049E-4,-3.751897812E-1,3.875224831E-1
6.113593546E0,-8.291780949E-3,1.434502751E-2,-3.364419937E-1,3.368497418E-1
6.117560831E0,9.793867171E-2,2.627665550E-2,-2.624206543E-1,2.813308477E-1
6.121528116E0,1.414612234E-1,4.993975163E-3,-1.249189377E-1,1.887881312E-1
6.125495401E0,2.836218476E-2,9.905003011E-3,-1.001405716E-1,1.045497809E-1
6.129493204E0,-4.505360872E-2,5.252806097E-2,-1.277799606E-1,1.453160115E-1
6.133460489E0,-1.055390835E-1,1.884786040E-2,-1.219720840E-1,1.623912845E-1
6.137427774E0,-9.180649370E-2,7.088392228E-2,-1.375627518E-1,1.799346365E-1
6.141395060E0,-2.118731290E-2,8.515238762E-3,-1.743879318E-1,1.758765541E-1
6.145392862E0,1.278370619E-2,1.799198240E-2,-1.135845184E-1,1.157090204E-1
6.149360148E0,3.155805916E-2,-5.769103765E-3,-4.379081726E-2,5.428470625E-2
6.153327433E0,2.136777341E-2,-4.590374976E-2,-6.837844849E-4,5.063796544E-2
6.157294718E0,-5.987657607E-2,-1.940162480E-2,-3.056526184E-3,6.301563107E-2
6.161262003E0,-7.344160974E-2,-1.463033259E-2,-1.027469635E-1,1.271402972E-1
6.165259806E0,-2.733013034E-2,1.907102764E-3,-2.016038895E-1,2.034568783E-1
6.169227091E0,5.397121608E-2,2.066928148E-2,-1.904325485E-1,1.990092131E-1
6.173194376E0,3.693861514E-2,-1.028351486E-2,-1.223573685E-1,1.282245592E-1
6.177161661E0,-3.480464965E-2,-3.843221813E-2,-2.162361145E-2,5.617810606E-2
6.181159464E0,-1.439593732E-3,-6.146381050E-2,9.726047516E-2,1.150629065E-1
6.185126749E0,8.388365060E-2,4.615201801E-2,1.843013763E-1,2.076859960E-1
6.189094034E0,9.729907662E-2,-3.737641126E-2,1.020374298E-1,1.458620702E-1
6.193061319E0,1.245562807E-1,-4.228593409E-2,-2.003412247E-1,2.396642935E-1
6.197028605E0,2.048561722E-2,-9.330809116E-3,-4.812126160E-1,4.817388362E-1
6.201026407E0,-4.891067743E-3,-1.375004649E-4,-5.246944427E-1,5.247172569E-1
6.204993692E0,-3.479553014E-2,-4.715211689E-3,-3.778848648E-1,3.795127576E-1
6.208960978E0,-1.131731272E-2,-1.599625498E-2,-1.622962952E-2,2.544332161E-2
6.212928263E0,2.296656370E-2,-3.383710980E-3,1.904706955E-1,1.918801667E-1
6.216926066E0,-5.557538569E-2,1.593948901E-2,2.007627487E-1,2.089219282E-1
6.220893351E0,-1.189699322E-1,-2.242827415E-2,1.393032074E-2,1.218643758E-1
6.224860636E0,-1.281830668E-1,-1.564092934E-2,-2.710819244E-1,3.002681253E-1
6.228827921E0,-4.629765451E-2,2.205947042E-2,-4.136438370E-1,4.168108887E-1
6.232825724E0,1.447734237E-2,3.120773286E-2,-4.197101593E-1,4.211177197E-1
6.236793009E0,1.428931206E-1,4.764933139E-2,-3.307514191E-1,3.634355568E-1
